n,predite_f1,exact_f1,predite_f2,exact_f2,predite_f3,exact_f3,predite_f4,exact_f4
25100,11.000478106702934,11,26.002868767172764,26,50.0086066571265,50,85.01976425811154,85
25200,11.000476209377267,11,26.00285738222504,26,50.008572499470105,50,85.01968581547867,85
25300,11.000474327050128,11,26.002846087279046,26,50.008538611852735,50,85.01960799302731,85
25400,11.000472459540974,11,26.002834881274374,26,50.00850499109396,50,85.0195307834268,85
25500,11.000470606694796,11,26.00282376319087,26,50.00847163410016,50,85.01945417955892,85
25600,11.000468768301817,11,26.0028127319399,26,50.00843853767972,50,85.01937817419133,85
25700,11.000466944239314,11,26.002801786569734,26,50.00840569889882,50,85.01930276046943,85
25800,11.000465134314549,11,26.00279092604891,26,50.00837311468634,50,85.01922793139242,85
25900,11.0004633383585,11,26.00278014939821,26,50.00834078215121,50,85.01915368026462,85
26000,11.000461556217866,11,26.002769455640877,26,50.00830869830657,50,85.01908000036035,85
26100,11.00045978773528,11,26.00275884383285,26,50.008276860390254,50,85.01900688517202,85
26200,11.000458032750876,11,26.002748313049977,26,50.0082452655089,50,85.01893432818802,85
26300,11.00045629110973,11,26.00273786235157,26,50.00821391093957,50,85.01886232306829,85
26400,11.000454562670928,11,26.002727490833916,26,50.008182793931105,50,85.01879086352903,85
26500,11.000452847283004,11,26.002717197599715,26,50.008151911792154,50,85.01871994336452,85
26600,11.000451144778,11,26.002706981747426,26,50.008121261883566,50,85.01864955656781,85
26700,11.000449455041,11,26.00269684244631,26,50.008090841589905,50,85.01857969707056,85
26800,11.000447777904169,11,26.002686778807846,26,50.00806064832285,50,85.01851035897465,85
26900,11.00044611322955,11,26.00267678999315,26,50.008030679572414,50,85.01844153649056,85
27000,11.000444460906786,11,26.00266687518486,26,50.008000932869365,50,85.01837322392495,85
27100,11.000442820766532,11,26.00265703354637,26,50.00797140569845,50,85.01830541554752,85
27200,11.000441192695774,11,26.00264726427975,26,50.00794209566641,50,85.01823810586681,85
27300,11.000439576534463,11,26.00263756659401,26,50.00791300038869,50,85.01817128934532,85
27400,11.000437972191902,11,26.002627939703082,26,50.00788411751356,50,85.01810496060395,85
27500,11.000436379501611,11,26.002618382826732,26,50.007855444700795,50,85.0180391143574,85
27600,11.000434798359514,11,26.002608895194584,26,50.00782697970101,50,85.01797374529464,85
27700,11.000433228639086,11,26.002599476096325,26,50.007798720236806,50,85.01790884832995,85
27800,11.000431670200356,11,26.002590124741626,26,50.00777066410954,50,85.01784441828238,85
27900,11.000430122942435,11,26.0025808404391,26,50.00774280912257,50,85.01778045018597,85
28000,11.000428586732866,11,26.002571622455907,26,50.00771515312715,50,85.01771693907213,85
28100,11.000427061455524,11,26.002562470083213,26,50.007687693991166,50,85.01765388003852,85
28200,11.00042554700947,11,26.00255338264053,26,50.007660429617324,50,85.0175912683196,85
28300,11.000424043248083,11,26.00254435939838,26,50.007633357930246,50,85.01752909912909,85
28400,11.000422550095008,11,26.002535399735763,26,50.007606476973436,50,85.01746736788812,85
28500,11.000421067407892,11,26.002526502937112,26,50.00757978461936,50,85.01740606982729,85
28600,11.000419595088458,11,26.002517668362753,26,50.00755327895565,50,85.01734520051166,85
28700,11.000418133035595,11,26.002508895342572,26,50.007526958029715,50,85.01728475545302,85
28800,11.000416681131028,11,26.00250018326884,26,50.00750081989148,50,85.01722473020446,85
28900,11.000415239282443,11,26.00249153148565,26,50.00747486267558,50,85.01716512041199,85
29000,11.00041380737091,11,26.00248293936918,26,50.007449084491924,50,85.01710592178338,85
29100,11.000412385313524,11,26.002474406319152,26,50.00742348349502,50,85.01704713008212,85
29200,11.000410972978225,11,26.002465931698275,26,50.00739805783787,50,85.01698874107579,85
29300,11.000409570288756,11,26.002457514945984,26,50.0073728058135,50,85.0169307507595,85
29400,11.000408177142498,11,26.00244915544657,26,50.00734772554261,50,85.01687315496422,85
29500,11.000406793449402,11,26.00244085263353,26,50.007322815338924,50,85.01681594968497,85
29600,11.000405419092864,11,26.002432605912134,26,50.00729807345139,50,85.01675913096935,85
29700,11.000404054003553,11,26.002424414748486,26,50.00727349821954,50,85.01670269496647,85
29800,11.000402698080892,11,26.002416278551973,26,50.007249087944345,50,85.01664663777358,85
29900,11.000401351225822,11,26.002408196794345,26,50.00722484095548,50,85.0165909556047,85
30000,11.000400013340895,11,26.00240016890466,26,50.00720075561325,50,85.01653564467605,85
30100,11.0003986843421,11,26.00239219435263,26,50.00717683032738,50,85.01648070133164,85
30200,11.00039736415077,11,26.002384272626294,26,50.00715306350897,50,85.01642612188257,85
30300,11.000396052663483,11,26.002376403185725,26,50.00712945357865,50,85.0163719027344,85
30400,11.000394749829352,11,26.002368585537262,26,50.007105999028916,50,85.01631804039522,85
30500,11.00039345553076,11,26.002360819150084,26,50.00708269827427,50,85.01626453127552,85
30600,11.000392169668965,11,26.002353103500216,26,50.00705954979061,50,85.01621137188869,85
30700,11.000390892217316,11,26.002345438156276,26,50.00703655216183,50,85.01615855892523,85
30800,11.000389623042977,11,26.002337822579676,26,50.007013703881135,50,85.01610608893235,85
30900,11.000388362085378,11,26.002330256298265,26,50.00699100349833,50,85.01605395857334,85
31000,11.000387109266244,11,26.002322738814872,26,50.00696844957039,50,85.01600216462732,85
31100,11.000385864494564,11,26.002315269707466,26,50.006946040721445,50,85.01595070376763,85
31200,11.000384627713212,11,26.002307848467954,26,50.00692377553773,50,85.0158995728625,85
31300,11.000383398828316,11,26.002300474643636,26,50.00690165261322,50,85.0158487686907,85
31400,11.000382177776713,11,26.00229314780016,26,50.00687967062424,50,85.01579828816767,85
31500,11.000380964463556,11,26.002285867466234,26,50.0068578282059,50,85.01574812818936,85
31600,11.00037975884607,11,26.002278633231622,26,50.00683612406491,50,85.01569828573273,85
31700,11.000378560837643,11,26.00227144464641,26,50.0068145568796,50,85.01564875777314,85
31800,11.000377370360168,11,26.00226430125605,26,50.0067931253077,50,85.015599541347,85
31900,11.00037618733891,11,26.00225720266893,26,50.00677182815354,50,85.01555063353207,85
32000,11.000375011715047,11,26.00225014843333,26,50.006750664076364,50,85.01550203142361,85
32100,11.000373843421045,11,26.002243138172272,26,50.0067296319242,50,85.01545373217644,85
32200,11.000372682378774,11,26.00223617145988,26,50.00670873044099,50,85.01540573300967,85
32300,11.000371528535265,11,26.002229247878333,26,50.00668795833773,50,85.01535803105959,85
32400,11.000370381796598,11,26.00222236702185,26,50.006667314469055,50,85.01531062354749,85
32500,11.000369242135577,11,26.002215528526122,26,50.00664679767773,50,85.01526350789162,85
32600,11.000368109438984,11,26.002208731971507,26,50.00662640674109,50,85.01521668125807,85
32700,11.00036698368964,11,26.002201977009523,26,50.0066061405415,50,85.01517014110158,85
32800,11.000365864811346,11,26.002195263240452,26,50.006585997945066,50,85.01512388476061,85
32900,11.000364752726469,11,26.002188590271267,26,50.00656597780226,50,85.01507790963284,85
33000,11.000363647390767,11,26.002181957763643,26,50.006546079010796,50,85.0150322132164,85
33100,11.00036254870759,11,26.002175365313818,26,50.00652630044002,50,85.01498679290586,85
33200,11.000361456670886,11,26.00216881260667,26,50.006506641056646,50,85.0149416462763,85
33300,11.000360371185453,11,26.00216229924725,26,50.00648709975688,50,85.01489677082522,85
33400,11.000359292195428,11,26.002155824885943,26,50.006467675462694,50,85.01485216409584,85
33500,11.000358219649586,11,26.002149389185913,26,50.0064483671489,50,85.01480782371465,85
33600,11.000357153490262,11,26.002142991786258,26,50.006429173807454,50,85.01476374733113,85
33700,11.000356093655169,11,26.00213663235801,26,50.00641009433995,50,85.01471993254307,85
33800,11.000355040099883,11,26.002130310574852,26,50.00639112781221,50,85.01467637705512,85
33900,11.000353992749222,11,26.002124026075748,26,50.00637227316383,50,85.01463307853517,85
34000,11.000352951553447,11,26.00211777854771,26,50.00635352942597,50,85.01459003472503,85
34100,11.000351916481112,11,26.002111567666166,26,50.006334895678,50,85.01454724349598,85
34200,11.00035088745292,11,26.002105393121596,26,50.006316370893174,50,85.01450470244795,85
34300,11.00034986443245,11,26.002099254574293,26,50.00629795412058,50,85.01446240954687,85
34400,11.000348847352354,11,26.002093151711417,26,50.00627964443723,50,85.0144203625032,85
34500,11.000347836167554,11,26.00208708423226,26,50.00626144090312,50,85.01437855928299,85
34600,11.000346830842169,11,26.002081051829492,26,50.00624334263469,50,85.01433699774239,85
34700,11.00034583129767,11,26.002075054200752,26,50.00622534864827,50,85.01429567575653,85
34800,11.00034483749922,11,26.002069091045122,26,50.006207458102615,50,85.01425459127334,85
34900,11.000343849398234,11,26.00206316205557,26,50.00618967007692,50,85.01421374223472,85
35000,11.000342866941912,11,26.002057266946263,26,50.00617198369063,50,85.01417312667668,85
35100,11.000341890077122,11,26.00205140542971,26,50.006154398128096,50,85.01413274257264,85
35200,11.000340918760186,11,26.00204557721298,26,50.00613691247972,50,85.0140925879487,85
35300,11.000339952966849,11,26.002039782040956,26,50.00611952589414,50,85.01405266086054,85
35400,11.000338992621845,11,26.002034019586993,26,50.00610223756383,50,85.01401295937139,85
35500,11.000338037698702,11,26.00202828962946,26,50.00608504663564,50,85.01397348156328,85
35600,11.000337088113747,11,26.002022591839967,26,50.00606795229762,50,85.01393422559786,85
35700,11.000336143866035,11,26.002016925992088,26,50.00605095373654,50,85.01389518956204,85
35800,11.000335204897445,11,26.00201129180002,26,50.00603405015032,50,85.01385637164115,85
35900,11.000334271141723,11,26.00200568896177,26,50.00601724072877,50,85.0138177700079,85
36000,11.000333342594347,11,26.002000117290986,26,50.00600052472189,50,85.01377938284928,85
36100,11.000332419177138,11,26.00199457647826,26,50.005983901329074,50,85.01374120839196,85
36200,11.000331500859847,11,26.00198906626238,26,50.00596736975902,50,85.01370324484564,85
36300,11.000330587620546,11,26.00198358643117,26,50.00595092931108,50,85.01366549049264,85
36400,11.000329679389191,11,26.00197813670919,26,50.00593457919914,50,85.01362794361725,85
36500,11.000328776130054,11,26.00197271683397,26,50.00591831866023,50,85.01359060247223,85
36600,11.000327877825969,11,26.00196732660513,26,50.0059021470204,50,85.01355346547463,85
36700,11.000326984384898,11,26.00196196571425,26,50.00588606346006,50,85.01351653078117,85
36800,11.000326095818696,11,26.00195663398865,26,50.0058700673719,50,85.01347979692301,85
36900,11.0003252120684,11,26.001951331155823,26,50.00585415796282,50,85.013443262136,85
37000,11.000324333091598,11,26.00194605697771,26,50.00583833458447,50,85.01340692489352,85
37100,11.000323458862677,11,26.00194081125138,26,50.005822596505055,50,85.01337078354842,85
37200,11.000322589321463,11,26.0019355937146,26,50.00580694302835,50,85.01333483651601,85
37300,11.0003217244328,11,26.001930404140424,26,50.00579137349042,50,85.0132990822488,85
37400,11.000320864195231,11,26.001925242371037,26,50.00577588724389,50,85.01326351922988,85
37500,11.000320008522817,11,26.00192010807317,26,50.005760483579444,50,85.01322814589278,85
37600,11.00031915741725,11,26.001915001124075,26,50.005745161863096,50,85.01319296071576,85
37700,11.000318310841404,11,26.00190992128386,26,50.00572992147487,50,85.01315796228396,85
37800,11.000317468716732,11,26.00190486829891,26,50.00571476166238,50,85.01312314897474,85
37900,11.00031663104265,11,26.00189984196498,26,50.00569968188878,50,85.01308851940829,85
38000,11.000315797787918,11,26.001894842111085,26,50.005684681481505,50,85.01305407215608,85
38100,11.000314968902929,11,26.001889868506993,26,50.00566975984241,50,85.01301980574551,85
38200,11.000314144340695,11,26.001884920904985,26,50.00565491627094,50,85.01298571868973,85
38300,11.000313324101553,11,26.00187999918855,26,50.00564015029904,50,85.01295180973268,85
38400,11.00031250813788,11,26.001875103088594,26,50.00562546118723,50,85.01291807736915,85
38500,11.000311696400493,11,26.001870232429447,26,50.005610848408644,50,85.01288452027381,85
38600,11.00031088889437,11,26.001865387018807,26,50.00559631136935,50,85.01285113711172,85
38700,11.00031008553114,11,26.001860566617516,26,50.00558184941205,50,85.0128179263776,85
38800,11.00030928632818,11,26.001855771072613,26,50.005567462018,50,85.01278488691777,85
38900,11.000308491215682,11,26.001851000188996,26,50.00555314861054,50,85.01275201731798,85
39000,11.000307700193563,11,26.001846253776606,26,50.005538908636865,50,85.01271931634876,85
39100,11.000306913217356,11,26.001841531654925,26,50.00552474150356,50,85.01268678264951,85
39200,11.000306130252056,11,26.001836833614043,26,50.005510646624195,50,85.01265441493413,85
39300,11.000305351278797,11,26.001832159488547,26,50.00549662349393,50,85.01262221195131,85
39400,11.000304576262268,11,26.00182750908381,26,50.005482671563975,50,85.01259017248339,85
39500,11.000303805159302,11,26.001822882228385,26,50.005468790258895,50,85.0125582952335,85
39600,11.00030303794515,11,26.001818278739155,26,50.00545497909956,50,85.01252657902728,85
39700,11.000302274624767,11,26.001813698469814,26,50.005441237524046,50,85.01249502259267,85
39800,11.000301515116101,11,26.001809141192098,26,50.005427564997255,50,85.01246362474701,85
39900,11.000300759419554,11,26.0018046067676,26,50.005413961007115,50,85.01243238433453,85
40000,11.000300007503576,11,26.001800095006885,26,50.00540042504737,50,85.01240130012964,85
40100,11.000299259333215,11,26.001795605753536,26,50.00538695657785,50,85.01237037095018,85
40200,11.000298514885708,11,26.00179113883554,26,50.00537355511802,50,85.01233959564289,85
40300,11.000297774141702,11,26.00178669410097,26,50.005360220230095,50,85.01230897312912,85
40400,11.000297037060637,11,26.00178227136004,26,50.00534695130002,50,85.01227850219783,85
40500,11.000296303614222,11,26.00177787044313,26,50.00533374791776,50,85.01224818177644,85
40600,11.000295573793363,11,26.001773491241707,26,50.00532060959602,50,85.012218010728,85
40700,11.000294847538367,11,26.001769133523894,26,50.00530753581932,50,85.0121879879392,85
40800,11.000294124867443,11,26.0017647972184,26,50.005294526202405,50,85.01215811239129,85
40900,11.000293405714189,11,26.001760482071465,26,50.00528158012875,50,85.01212838290748,85
41000,11.00029269006313,11,26.001756187990647,26,50.005268697239636,50,85.01209879843383,85
41100,11.000291977895603,11,26.00175191479134,26,50.005255877035935,50,85.01206935796817,85
41200,11.00029126919887,11,26.00174766236039,26,50.00524311907789,50,85.0120400604241,85
41300,11.0002905639364,11,26.001743430533246,26,50.00523042291729,50,85.01201090477025,85
41400,11.000289862072874,11,26.001739219134766,26,50.00521778806542,50,85.01198189000623,85
41500,11.00028916359034,11,26.001735028020622,26,50.00520521412636,50,85.01195301503672,85
41600,11.000288468472258,11,26.00173085705466,26,50.00519270062744,50,85.01192427889018,85
41700,11.0002877766966,11,26.00172670612295,26,50.00518024719909,50,85.0118956806908,85
41800,11.000287088207942,11,26.001722575041306,26,50.005167853334996,50,85.01186721926096,85
41900,11.000286403017087,11,26.001718463670812,26,50.005155518618515,50,85.01183889368792,85
42000,11.000285721089968,11,26.00171437188112,26,50.00514324264941,50,85.0118107030104,85
42100,11.000285042403195,11,26.001710299550616,26,50.00513102504421,50,85.01178264636792,85
42200,11.0002843669325,11,26.00170624649632,26,50.00511886529139,50,85.01175472258326,85
42300,11.000283694657412,11,26.001702212614088,26,50.005106763041155,50,85.01172693088692,85
42400,11.00028302553074,11,26.001698197752535,26,50.00509471788635,50,85.01169927027523,85
42500,11.000282359579685,11,26.001694201792738,26,50.005082729404414,50,85.01167173985944,85
42600,11.000281696745951,11,26.00169022459192,26,50.005070797251946,50,85.01164433872562,85
42700,11.000281037034057,11,26.001686266044864,26,50.005058920999936,50,85.0116170659562,85
42800,11.00028038038142,11,26.001682325965625,26,50.00504710018517,50,85.01158992058981,85
42900,11.000279726786179,11,26.00167840424857,26,50.00503533451006,50,85.01156290179746,85
43000,11.000279076255396,11,26.001674500802526,26,50.005023623606036,50,85.01153600872694,85
43100,11.000278428742963,11,26.001670615464914,26,50.005011967004194,50,85.01150924045027,85
43200,11.000277784196962,11,26.001666748116033,26,50.005000364383704,50,85.01148259608794,85
43300,11.000277142665354,11,26.00166289862197,26,50.004988815362154,50,85.01145607481946,85
43400,11.0002765040731,11,26.001659066897076,26,50.0049773195769,50,85.01142967581933,85
43500,11.00027586840668,11,26.00165525274527,26,50.0049658766034,50,85.01140339811008,85
43600,11.00027523568093,11,26.001651456120143,26,50.004954486177255,50,85.01137724104004,85
43700,11.000274605818078,11,26.001647676845387,26,50.004943147856665,50,85.01135120367142,85
43800,11.000273978858228,11,26.001643914851595,26,50.00493186131712,50,85.01132528516871,85
43900,11.000273354758452,11,26.00164016999723,26,50.00492062623106,50,85.01129948484649,85
44000,11.000272733465113,11,26.001636442136224,26,50.00490944216056,50,85.01127380172706,85
44100,11.000272115019033,11,26.00163273124037,26,50.00489830887438,50,85.01124823513709,85
44200,11.000271499365184,11,26.00162903709648,26,50.00488722594815,50,85.0112227842355,85
44300,11.00027088647211,11,26.00162535961419,26,50.00487619301313,50,85.01119744820618,85
44400,11.000270276356849,11,26.001621698738642,26,50.00486520982595,50,85.0111722263521,85
44500,11.000269668976799,11,26.001618054292877,26,50.00485427601337,50,85.01114711788976,85
44600,11.00026906432808,11,26.001614426194333,26,50.00484339118964,50,85.01112212196799,85
44700,11.00026846238891,11,26.001610814331904,26,50.00483255513031,50,85.01109723796304,85
44800,11.00026786310698,11,26.001607218590546,26,50.0048217673812,50,85.01107246497652,85
44900,11.000267266543673,11,26.00160363890109,26,50.00481102776441,50,85.01104780244569,85
45000,11.00026667257809,11,26.001600075036013,26,50.004800335797036,50,85.01102324944576,85
45100,11.000266081293063,11,26.001596527053277,26,50.00478969129369,50,85.0109988053593,85
45200,11.00026549259355,11,26.00159299476268,26,50.00477909395354,50,85.01097446952157,85
45300,11.000264906513959,11,26.00158947804999,26,50.00476854332383,50,85.01095024105138,85
45400,11.000264323017973,11,26.00158597683751,26,50.0047580392016,50,85.01092611935323,85
45500,11.000263742060925,11,26.001582491018894,26,50.00474758124764,50,85.01090210371414,85
45600,11.000263163670713,11,26.00157902047907,26,50.004737169147084,50,85.01087819334306,85
45700,11.000262587814145,11,26.001575565139873,26,50.0047268026554,50,85.01085438770757,85
45800,11.000262014449673,11,26.00157212485371,26,50.004716481350215,50,85.01083068593465,85
45900,11.000261443596104,11,26.00156869959138,26,50.00470620512375,50,85.0108070875537,85
46000,11.000260875236219,11,26.001565289208486,26,50.00469597352244,50,85.01078359169928,85
46100,11.000260309331761,11,26.001561893659172,26,50.00468578636772,50,85.01076019789029,85
46200,11.00025974587192,11,26.001558512776676,26,50.0046756432718,50,85.01073690528796,85
46300,11.00025918485052,11,26.00155514648282,26,50.004665543990285,50,85.01071371331182,85
46400,11.00025862626607,11,26.00155179472717,26,50.004655488258855,50,85.01069062133341,85
46500,11.000258070067613,11,26.001548457389298,26,50.00464547579843,50,85.01066762870981,85
46600,11.000257516257667,11,26.00154513438153,26,50.0046355062737,50,85.01064473470079,85
46700,11.000256964809864,11,26.001541825566367,26,50.00462557945847,50,85.01062193879983,85
46800,11.00025641574397,11,26.001538530958637,26,50.004615695107155,50,85.01059924032911,85
46900,11.000255868993618,11,26.001535250347064,26,50.00460585286606,50,85.01057663867473,85
47000,11.000255324585408,11,26.001531983724934,26,50.00459605255932,50,85.01055413319102,85
47100,11.00025478248827,11,26.001528730947246,26,50.00458629382495,50,85.01053172324768,85
47200,11.000254242670485,11,26.00152549194932,26,50.00457657641676,50,85.01050940827716,85
47300,11.000253705149579,11,26.001522266668946,26,50.00456690016906,50,85.0104871876838,85
47400,11.000253169903386,11,26.001519054993775,26,50.004557264671206,50,85.01046506084876,85
47500,11.000252636919734,11,26.001515856871602,26,50.004547669861104,50,85.01044302724895,85
47600,11.000252106141067,11,26.00151267212607,26,50.00453811527328,50,85.01042108613315,85
47700,11.000251577601658,11,26.001509500773082,26,50.00452860077603,50,85.01039923705977,85
47800,11.00025105127999,11,26.001506342683296,26,50.00451912610811,50,85.0103774794548,85
47900,11.000250527156677,11,26.001503197782657,26,50.004509690973194,50,85.01035581267975,85
48000,11.000250005203823,11,26.00150006596775,26,50.0045002951461,50,85.0103342361482,85
48100,11.00024948543568,11,26.00149694719632,26,50.00449093843631,50,85.01031274940418,85
48200,11.000248967818115,11,26.00149384134878,26,50.004481620485016,50,85.01029135178648,85
48300,11.000248452343188,11,26.001490748377627,26,50.004472341171066,50,85.01027004275933,85
48400,11.000247939013299,11,26.00148766821143,26,50.004463100258754,50,85.01024882190829,85
48500,11.000247427771315,11,26.00148460070082,26,50.00445389732144,50,85.01022768843035,85
48600,11.00024691865912,11,26.001481545838917,26,50.004444732349334,50,85.01020664196368,85
48700,11.000246411642925,11,26.001478503530315,26,50.00443560500231,50,85.01018568198948,85
48800,11.000245906674795,11,26.001475473660662,26,50.00442651506711,50,85.01016480789829,85
48900,11.000245403795669,11,26.001472456215907,26,50.0044174622959,50,85.01014401919012,85
49000,11.000244902970339,11,26.001469451071202,26,50.00440844649842,50,85.0101233153588,85
49100,11.000244404152102,11,26.001466458164224,26,50.00439946741185,50,85.01010269584842,85
49200,11.000243907411,11,26.00146347745761,26,50.004390524858565,50,85.01008216016508,85
49300,11.00024341263399,11,26.001460508775033,26,50.004381618517165,50,85.01006170776269,85
49400,11.00024291989053,11,26.001457552139836,26,50.00437274823918,50,85.01004133815769,85
49500,11.000242429137689,11,26.001454607491347,26,50.00436391389706,50,85.01002105094105,85
49600,11.000241940359428,11,26.00145167468953,26,50.00435511512565,50,85.0100008455285,85
49700,11.000241453536521,11,26.001448753685263,26,50.0043463517557,50,85.00998072140999,85
49800,11.000240968707358,11,26.001445844443875,26,50.00433762360586,50,85.00996067808977,85
49900,11.000240485788465,11,26.001442946817907,26,50.00432893042173,50,85.00994071515606,85
