,r,MeanT0.5,RmsT0.5,SumT0.5,MeanT1.0,RmsT1.0,SumT1.0,MeanT1.5,RmsT1.5,SumT1.5,MeanT1.75,RmsT1.75,SumT1.75,MeanT2,RmsT2,SumT2,MeanT2.1,RmsT2.1,SumT2.1,MeanT2.15,RmsT2.15,SumT2.15,MeanT2.175,RmsT2.175,SumT2.175,MeanT2.2,RmsT2.2,SumT2.2,MeanT2.225,RmsT2.225,SumT2.225,MeanT2.25,RmsT2.25,SumT2.25,MeanT2.269,RmsT2.269,SumT2.269,MeanT2.3,RmsT2.3,SumT2.3,MeanT2.35,RmsT2.35,SumT2.35,MeanT2.4,RmsT2.4,SumT2.4,MeanT2.5,RmsT2.5,SumT2.5,MeanT2.6,RmsT2.6,SumT2.6,MeanT2.8,RmsT2.8,SumT2.8,MeanT3,RmsT3,SumT3,MeanT3.5,RmsT3.5,SumT3.5,MeanT4,RmsT4,SumT4
0,1.4042640687119285,0.0,0.0,0.0,9.893749999999997e-05,0.00019993206307080907,0.0007914999999999998,0.0015014700000000004,0.0012900306701392802,0.012011760000000003,0.00608524625,0.0031977570771594636,0.04868197,0.04052663374999999,0.009963174626662592,0.32421306999999994,0.09107420125000001,0.018087482751863535,0.7285936100000001,0.32807227125000005,0.018246624940686598,2.6245781700000004,0.6514251,0.021720326938561487,5.2114008,0.648240025,0.025802059347257097,5.1859202,0.5950473024999999,0.02956667308375334,4.7603784199999994,0.571625735,0.029908447631264237,4.57300588,0.4971090999999999,0.033278903243796974,3.9768727999999993,0.49721792000000004,0.03247273774535185,3.9777433600000003,0.47088207625,0.03803291973440043,3.76705661,0.42012624,0.04187812815116741,3.36100992,0.37791328250000006,0.04595838151417968,3.0233062600000005,0.33111464,0.045372367331696487,2.64891712,0.25637037,0.04599417580465271,2.05096296,0.21660616749999997,0.04305129497076589,1.7328493399999998,0.15873848625,0.035361250305718794,1.26990789,0.12261556000000001,0.04452451291353113,0.9809244800000001
1,2.2127922061357856,0.0,0.0,0.0,-7.583333333333337e-07,5.203497755249724e-07,-9.100000000000004e-06,0.00018241666666666653,0.00040389855457637975,0.0021889999999999982,0.0008100575,0.0010674986219282674,0.00972069,0.014706359166666664,0.004964064481461502,0.17647630999999997,0.05187135916666668,0.012523103358641085,0.6224563100000001,0.27870047416666666,0.014299886878308122,3.34440569,0.5831778466666667,0.014533540137835945,6.998134160000001,0.5788163749999999,0.01736382851193469,6.945796499999999,0.5126434866666668,0.017113077398972415,6.151721840000001,0.48038610750000016,0.01826209326754198,5.764633290000002,0.4013539166666667,0.022828798324332725,4.816247000000001,0.3985097066666667,0.015918534336731117,4.78211648,0.35267241999999993,0.01626382943113848,4.232069039999999,0.3084875483333333,0.01866343930039057,3.7018505799999994,0.2496259825,0.018860137108475693,2.99551179,0.2016332683333333,0.018958832758079545,2.41959922,0.13282560666666668,0.018311176937300402,1.59390728,0.10146022333333336,0.017414893360873304,1.2175226800000003,0.060227682499999984,0.012650692341885962,0.7227321899999998,0.03621216000000001,0.010545365536259689,0.4345459200000001
2,3.0213203435596427,0.0,0.0,0.0,-7.812499999999998e-07,6.625884374934411e-07,-1.2499999999999997e-05,7.355999999999994e-05,0.00021223015831874602,0.001176959999999999,-7.966937500000009e-05,0.0007057534355165121,-0.0012747100000000014,0.006568361875,0.0022244930034510642,0.10509379,0.03281320375,0.011570707844072181,0.52501126,0.24702851312500002,0.01680610423547935,3.9524562100000002,0.5444016200000001,0.021117443813255435,8.710425920000002,0.5345152812499999,0.015426352408104244,8.552244499999999,0.4649196175,0.014623072701038027,7.43871388,0.42146337937500006,0.02030461998482809,6.743414070000001,0.34345205624999997,0.023849165219928775,5.4952328999999995,0.33723516000000003,0.019700930953150404,5.3957625600000005,0.287987635,0.013422909517502139,4.60780216,0.24310589625000004,0.015684594562820585,3.8896943400000006,0.177855160625,0.015356134478659291,2.84568257,0.13557119375,0.015366323270072963,2.1691391,0.07869163562499998,0.010302005570427769,1.2590661699999997,0.05113277624999999,0.012881392588818218,0.8181244199999999,0.025589941249999987,0.00811759676643806,0.4094390599999998,0.014967800000000003,0.007023037158494902,0.23948480000000005
3,3.8298484809835,0.0,0.0,0.0,-8.100000000000004e-07,7.522632517942106e-07,-1.6200000000000008e-05,6.352200000000003e-05,0.0003021380359305992,0.0012704400000000007,-4.166400000000007e-05,0.000562867371379795,-0.0008332800000000013,0.003959660499999998,0.0028102002070946384,0.07919320999999997,0.0246083955,0.010908235727597968,0.49216791000000004,0.227869229,0.017921546185505007,4.55738458,0.5235433759999999,0.0216702813500237,10.470867519999999,0.503091845,0.01561859124388225,10.061836900000001,0.42779976,0.015003463385646645,8.5559952,0.38394534350000004,0.022951498000216303,7.6789068700000005,0.30088882000000006,0.027987708230357105,6.017776400000002,0.289737856,0.02369405376079796,5.79475712,0.243813637,0.015353980041340793,4.87627274,0.198437149,0.01635507952512427,3.96874298,0.13189193100000002,0.01912972654911274,2.6378386200000006,0.095764059,0.015365577316345115,1.91528118,0.048359867499999994,0.012690173640383693,0.9671973499999998,0.030773351999999993,0.011431008679458515,0.6154670399999999,0.01586721850000001,0.009086662347113637,0.31734437000000015,0.006570288000000019,0.008166534783386158,0.13140576000000037
4,4.6383766184073565,0.0,0.0,0.0,-6.250000000000003e-07,5.301336309522976e-07,-1.5000000000000005e-05,-2.500916666666666e-05,0.00022504464675401396,-0.0006002199999999998,6.194624999999994e-05,0.0008092366676989108,0.0014867099999999987,0.001448436666666666,0.0022661165423337975,0.034762479999999985,0.0197383975,0.012115426385568406,0.47372154,0.21989169333333333,0.022754056902783225,5.27740064,0.5030673600000001,0.021633049312333837,12.073616640000003,0.48340377083333325,0.014121217891217218,11.601690499999998,0.398127165,0.01872624781114042,9.55505196,0.3474718316666667,0.024196699061965154,8.33932396,0.2670087375,0.03210959766703733,6.4082097,0.2538962133333334,0.028046338413101665,6.093509120000001,0.20963592208333337,0.020970133079178534,5.031262130000001,0.16547102583333337,0.01617063922591856,3.9713046200000006,0.09397461791666668,0.023861038608389763,2.2553908300000005,0.07439241249999999,0.016652690408811642,1.7854179,0.028045877499999997,0.013699178753166267,0.6731010599999999,0.026171382499999996,0.009886207768867223,0.6281131799999999,0.004282147916666665,0.008814056488165651,0.10277154999999998,0.0032571866666666546,0.009502964369379103,0.07817247999999971
5,5.4469047558312145,0.0,0.0,0.0,-8.428571428571428e-07,6.310017950102221e-07,-2.3599999999999998e-05,-5.548714285714283e-05,0.00021517912373610214,-0.0015536399999999991,-0.00012168785714285729,0.0007063539642485869,-0.003407260000000004,0.001232900357142857,0.0020130441194662696,0.03452121,0.017918555000000003,0.012837195386255105,0.5017195400000001,0.20770447892857144,0.02541132834757721,5.815725410000001,0.4885752371428572,0.018947395066401033,13.680106640000002,0.46518449285714286,0.013619851455869447,13.0251658,0.3723665064285714,0.021041138670863713,10.426262179999998,0.3227229839285715,0.023245675732841347,9.036243550000002,0.24083048214285716,0.03068882454458967,6.743253500000001,0.22611083428571432,0.031265346499702855,6.331103360000001,0.18171889785714285,0.023511198227784583,5.0881291399999995,0.14403386214285716,0.017366116340200573,4.03294814,0.07275998250000001,0.02430135461039577,2.0372795100000003,0.05333146499999999,0.021707641403434494,1.4932810199999997,0.016550348928571438,0.010464665701263235,0.4634097700000003,0.020856516428571423,0.012798894986156354,0.5839824599999999,0.00112193,0.008121966695324737,0.03141404,0.00044790857142857103,0.009216763190168273,0.012541439999999989
6,6.255432893255071,0.0,0.0,0.0,6.489285714285713e-06,3.7109089561200836e-05,0.00018169999999999997,-9.858357142857141e-05,0.00013350675467701162,-0.0027603399999999996,-0.0002172578571428573,0.000530111612906438,-0.006083220000000005,-9.540535714285687e-05,0.0022802821531234777,-0.0026713499999999925,0.013822860000000001,0.011206694013740819,0.38704008,0.19739813535714282,0.02819534661969513,5.527147789999999,0.4721105028571429,0.014304649087299967,13.219094080000001,0.45021911785714275,0.019822760800169894,12.606135299999996,0.3511775457142856,0.02488329471744266,9.832971279999997,0.29675008142857145,0.020747464870197584,8.309002280000001,0.22472663928571426,0.029865827236089697,6.292345899999999,0.2066602857142857,0.02764589142678261,5.786488,0.16205290964285712,0.019495137258351933,4.5374814699999995,0.11993813857142858,0.013563573555264993,3.3582678800000005,0.05172427107142857,0.024174582838968103,1.4482795899999998,0.042495938571428596,0.018861124611832012,1.1898862800000007,0.007952986071428565,0.010566921815510392,0.22268360999999984,0.016112555714285718,0.012484979628159311,0.45115156000000006,0.001200484285714299,0.009555433181434158,0.03361356000000037,-0.0009929028571428566,0.010320717681908025,-0.027801279999999987
7,7.063961030678929,0.0,0.0,0.0,-6.5e-07,6.164414002968977e-07,-2.6000000000000002e-05,-4.958499999999996e-05,0.00016011267075094344,-0.0019833999999999984,2.1489000000000028e-05,0.0007231222672888728,0.0008595600000000011,-0.00021154624999999974,0.002003511547016497,-0.00846184999999999,0.011741966250000003,0.010652125250208686,0.4696786500000001,0.18861076950000005,0.033212039713355006,7.544430780000002,0.45729763199999995,0.013383746069603103,18.291905279999998,0.43030652749999987,0.026052178335563333,17.212261099999996,0.32911103149999993,0.027582935309365425,13.164441259999997,0.27412622525,0.02288484357092518,10.965049010000001,0.20816225499999996,0.0296088485067129,8.326490199999999,0.18537715999999999,0.030854932019946504,7.415086399999999,0.13731677225,0.014294414837241932,5.492670889999999,0.10019078699999999,0.014647890062943906,4.00763148,0.03923061475,0.02485677009906607,1.56922459,0.03714742449999999,0.01915539471107683,1.4858969799999997,0.0070487570000000044,0.010290691476754167,0.28195028000000016,0.009982186000000002,0.009124138871366656,0.3992874400000001,0.0011338252499999977,0.00965488903788412,0.04535300999999991,-0.001897200000000003,0.011141849358881137,-0.07588800000000012
8,7.872489168102785,0.0,0.0,0.0,-6.909090909090912e-07,6.003098373560496e-07,-3.0400000000000014e-05,4.450909090909059e-06,0.00036152882214925564,0.0001958399999999986,6.383227272727281e-05,0.000788511407177715,0.0028086200000000034,-0.00011423545454545432,0.0025071282206626314,-0.00502635999999999,0.009895954772727278,0.009095735668656514,0.43542201000000025,0.18068839954545457,0.037976573436695214,7.950289580000001,0.4390875218181819,0.013660009763004513,19.319850960000004,0.40820779090909104,0.02943417294212954,17.961142800000005,0.30701149590909094,0.03194519228446281,13.508505820000002,0.25286455659090906,0.025434597419702845,11.12604049,0.19136725227272722,0.031230087679617324,8.420159099999998,0.16541573818181818,0.030383708797016934,7.278292479999999,0.121242095,0.013210399492144694,5.33465218,0.08519923090909091,0.02212923401471926,3.74876616,0.02838483704545454,0.021284501734790465,1.2489328299999998,0.030770520000000003,0.017544641637107016,1.3539028800000001,0.005544003863636362,0.011568222107202125,0.24393616999999992,0.006276285454545458,0.01145280565787452,0.27615656000000016,0.0012201811363636386,0.011415599742478038,0.0536879700000001,0.001054050909090909,0.011177206079791831,0.04637824
9,8.681017305526641,0.0,0.0,0.0,-7.225000000000002e-07,4.6876833297482917e-07,-2.8900000000000008e-05,1.4727999999999961e-05,0.0002317412409477433,0.0005891199999999984,4.935249999999992e-06,0.0009801615613484022,0.0001974099999999997,-0.0003565509999999997,0.0027346954028399577,-0.014262039999999988,0.007321890500000002,0.008488339370893152,0.29287562000000006,0.17056203624999994,0.04291714959294987,6.822481449999998,0.417576564,0.014532646722190153,16.70306256,0.3844212350000001,0.03631038663471894,15.376849400000003,0.2889935425,0.03289815220331111,11.5597417,0.23065991575,0.03322366878056574,9.22639663,0.17304844000000005,0.034441732170724236,6.921937600000002,0.15231675999999994,0.03154646549157099,6.092670399999998,0.10472856999999999,0.015176317051740846,4.1891428,0.072104977,0.026922477536173592,2.88419908,0.022217035500000003,0.022774833284809573,0.88868142,0.023686171000000006,0.01802668477254204,0.9474468400000002,0.005873469999999994,0.013340358442083554,0.23493879999999978,0.004014245999999991,0.01102036098549154,0.16056983999999966,0.0016518362499999945,0.011167206931953413,0.06607344999999978,-0.00035457600000000027,0.010100183028950716,-0.014183040000000011
10,9.4895454429505,0.0,0.0,0.0,-9.200000000000002e-07,6.289674077406554e-07,-3.680000000000001e-05,5.724100000000001e-05,0.00028011831000311285,0.0022896400000000003,-0.00011158600000000019,0.0007714075123136927,-0.004463440000000008,-7.730449999999986e-05,0.0025626368366917984,-0.0030921799999999947,0.006965250000000001,0.009144588708790298,0.27861,0.16213344975000002,0.05161764150655765,6.4853379900000006,0.40130406599999996,0.0196823840511246,16.05216264,0.36908647499999997,0.04107739644016981,14.763459,0.28098987299999995,0.031681267824850534,11.239594919999998,0.21667967775000005,0.02898249231730843,8.667187110000002,0.16086228749999998,0.036950516596017884,6.434491499999999,0.14266989600000005,0.031438402900413116,5.706795840000002,0.09309731174999997,0.018885383587832004,3.7238924699999987,0.06556583700000002,0.023800468624509286,2.6226334800000006,0.016136816749999987,0.019746608509948412,0.6454726699999995,0.016975183000000005,0.0158791287655882,0.6790073200000002,0.003414987750000002,0.01224013507611363,0.1365995100000001,0.0011975430000000099,0.010597243902094126,0.0479017200000004,0.003551972750000001,0.008222135404111576,0.14207891000000003,-0.002421512000000003,0.00820473622455323,-0.09686048000000011
11,10.298073580374357,0.0,0.0,0.0,-7.642857142857142e-07,6.004250195333576e-07,-4.279999999999999e-05,-6.828321428571429e-05,0.00019700444714983279,-0.00382386,0.00018027982142857158,0.0007244625605491758,0.010095670000000008,-0.00046695714285714283,0.002554036459294606,-0.0261496,0.006860299285714286,0.008741714559703061,0.38417676,0.15468257285714287,0.05361268601543168,8.662224080000001,0.3872695757142857,0.024965845614967296,21.68709624,0.3514336750000001,0.03893725470919874,19.680285800000007,0.26765598071428565,0.03298046274530118,14.988734919999995,0.19738471285714282,0.035811891696697115,11.053543919999997,0.14638125178571432,0.03778421020220801,8.197350100000001,0.13113112571428573,0.029862312073778534,7.343343040000001,0.07964587714285717,0.018144564310366647,4.4601691200000015,0.05737791357142855,0.026032283093208135,3.213163159999999,0.017441896071428563,0.01750690102370029,0.9767461799999995,0.013248510714285715,0.014656678437911588,0.7419166,0.0028433005357142893,0.013623288761577456,0.1592248300000002,0.0015544507142857167,0.010886526605268265,0.08704924000000014,0.0033547821428571304,0.010405423272397896,0.1878677999999993,-0.000260954285714289,0.00736943468408118,-0.014613440000000186
